title,time,fake or real,topic
هذا المقطع قديم، ولا يبين إنقاذ شاب مصري عقب السيول التي تسببت بها العاصفة دانيال,30 سبتمبر 2023,fake,مدرب
المشاهد الواردة في هذا المقطع لا تظهر استشعار آلآف الدلافين حدوث تغيرات أرضية وشيكة,29 سبتمبر 2023,fake,دواء
هذا المقطع متداول منذ أكتوبر 2018، وليس لإعصار ناري في تونس مؤخراً,29 سبتمبر 2023,fake,برمجة
فيديو الرجل الذي يصلي وسط السيل قديم ولا علاقة له بالسيول في درنة,29 سبتمبر 2023,fake,ابتكار
هذا المقطع لا يصور جهازًا تابعًا لمشروع هارب، بل يظهر معدة تستخدم في تكرير النفط,27 سبتمبر 2023,fake,رئيس
هذا المقطع قديم، ولا يظهر هروب شاب بأموال تبرعات ضحايا زلزال المغرب مؤخرًا,24 سبتمبر 2023,fake,وباء
هذا المقطع مجتزأ من سياقه، ولا صحة لخبر انقطاع الإنترنت عن العالم الشهر المقبل,23 سبتمبر 2023,fake,صحة
هذا المقطع يعود لإرسال قطر كبائن لمتضرري زلزال تركيا في فبراير الماضي وليس للمغرب,23 سبتمبر 2023,fake,مستشفى
هذا المقطع متداول منذ سنوات لفيضانات في تشيلي ولا علاقة له بالعاصفة دانيال في ليبيا,22 سبتمبر 2023,fake,سياسي
هذا المقطع قديم، ولا يصوّر رفع الأذان فوق بقايا مسجد مدمّر بسبب الزلزال في المغرب,19 سبتمبر 2023,fake,تصويت
هذا المقطع لا يصور قوة الفيضانات في ليبيا حديثا بل متداول منذ عام 2020 لسيول في جازان,19 سبتمبر 2023,fake,رئيس
هذه الصورة عبارة عن تصميم رقمي، ولا تبين سفينة حقيقية في بحر الآرال,17 سبتمبر 2023,fake,رياضة
هذه الصورة قديمة، وليس لوميض أزرق شوهد في سماء المغرب لحظة حدوث الزلزال,17 سبتمبر 2023,fake,وباء
هذا المقطع المتداول قديم ولا يظهر انهيار سد في درنة مؤخرًا في أعقاب العاصفة دانيال,17 سبتمبر 2023,fake,وباء
هذا الفيديو قديم ولا يظهر طفلة تبكي والدتها المتوفاة بسبب الفيضانات في مدينة درنة الليبية,16 سبتمبر 2023,fake,رئيس
هذه المشاهد قديمة، ولا تظهر وصول محمد بن راشد إلى المغرب بعد الزلزال,16 سبتمبر 2023,fake,رئيس
هذا المقطع قديم، ولا يظهر عمليات إنقاذ نفذها الجيش المصري في ليبيا مؤخرًا,15 سبتمبر 2023,fake,نفسي
هذه الصور تظهر عواصف قديمة، وليست لعاصفة ترابية ضربت مصر مؤخراً,15 سبتمبر 2023,fake,لعبة
هذا المقطع يظهر مشاهد قديمة من أحداث مختلفة، وليست لإعصار ليبيا مؤخراً,15 سبتمبر 2023,fake,فريق
المشاهد الواردة في هذا المقطع قديمة من أحداث مختلفة، ولا تبين فيضانات في ليبيا مؤخرًا,15 سبتمبر 2023,fake,حكومة
هذا المقطع قديم ولا يوثّق ظاهرة غريبة شوهدت في ليبيا قبيل العاصفة دانيال,15 سبتمبر 2023,fake,مستشفى
هذه الصورة تعود لإنقاذ رضيع في تركيا في فبراير الماضي وليس في مدينة درنة الليبية مؤخرًا,15 سبتمبر 2023,fake,نفسي
هذه المشاهد لا علاقة لها بإعصار دانيال في ليبيا بل تعود لأحداث مختلفة,14 سبتمبر 2023,fake,رئيس
هذا المقطع قديم ومتداول منذ عام 2016، ولا يبين سيولًا في إحدى مناطق ليبيا مؤخرًا,14 سبتمبر 2023,fake,وباء
هذا المقطع قديم ومُركب، ولا يظهر برقًا كبيرًا شوهد قبيل زلزال المغرب,13 سبتمبر 2023,fake,وباء
هذه الصورة متداولة منذ مارس الفائت، ولا تبين تدفق شلالات بعد زلزال المغرب مؤخرًا,13 سبتمبر 2023,fake,سياسي
هذا المقطع معدل رقميًا، ولا يظهر لحظة وصول العاصفة دانيال إلى ليبيا مؤخرًا,13 سبتمبر 2023,fake,جهاز
هذا المقطع يعود لعملية إنقاذ في الصين ولا علاقة له بالعاصفة دانيال في ليبيا,13 سبتمبر 2023,fake,نفسي
هذا المقطع لشيخ لحظة وقوع الزلزال يعود لديسمبر 2014 على أنه في الجزائر,11 سبتمبر 2023,fake,مستشفى
هذا المقطع قديم، ولا يظهر مشاهد من أحد مساجد المغرب أثناء وقوع الزلزال مؤخرًا,10 سبتمبر 2023,fake,برلمان
هذا المقطع قديم، ولا يصور لحظات وقوع الزلزال الذي ضرب المغرب مؤخرًا,10 سبتمبر 2023,fake,برلمان
هذا المقطع متداول منذ يناير 2022، ولا يصوّر لحظة وقوع الزلزال الأخير في المغرب,10 سبتمبر 2023,fake,لعبة
هذه المشاهد تعود لسقوط منزل في المغرب عام 2020 وليس بسبب الزلزال الأخير,10 سبتمبر 2023,fake,نفسي
هذه المشاهد توثق انهيار منزل في المغرب عام 2022 وليس عقب الزلزال الأخير,9 سبتمبر 2023,fake,نفسي
هذا المقطع متداول منذ فبراير الماضي، ولا يبين تسجيلًا يوثق لحظة وقوع الزلزال في المغرب,9 سبتمبر 2023,fake,تنس
هذه الصور ليست لإصلاحاتٍ قام بها حارس مدرسة في الجزائر مؤخراً,6 سبتمبر 2023,fake,نفسي
هذه الصورة لا تظهر أديس أبابا عاصمة دولة إثيوبيا، بل بانكوك عاصمة تايلاند,28 أغسطس 2023,fake,صحة
هذا المقطع لا يبين إخراج رفات البابا يوحنا بولس الثاني بعد سنوات من وفاته، بل تمثالًا شمعيّا,25 أغسطس 2023,fake,رئيس
لا صحة لخبر حظر الرئيس الروسي فلاديمير بوتين لشبكات الجيل الخامس في روسيا,23 أغسطس 2023,fake,صحة
هذه الصورة التي قيل أنها تظهر قطار تمنراست في الجزائر مفبركة,17 أغسطس 2023,fake,برلمان
هذا المقطع لا يظهر حريقًا ناتجًا عن تصادم سيارتين كهربائيتين، بل انفجار اسطوانات غاز,13 أغسطس 2023,fake,رئيس
هذه اللقطة مقتبسة من مقطع تمثيلي قديم، ولا تظهر وفاة الفنان العراقي محمد قاسم,12 أغسطس 2023,fake,صحة
هذا المقطع يعود لأحداث قديمة، ولا يظهر مشاهد من إعصار ضرب الإمارات مؤخرًا,12 أغسطس 2023,fake,فريق
هذا المقطع يصور طقوسًا دينية في الهند، وليس حرق أشخاص لأنهم بلغوا الثلاثين دون زواج,7 أغسطس 2023,fake,دواء
هذه الصورة لا تظهر وادي ورزان في اليمن، بل تعود لوادي دار الواد في الجزائر,3 أغسطس 2023,fake,رئيس
هذا المقطع لا يصور قطار بيروت دمشق في نقطة المديرج وإنما لسكة في اسكتلندا,30 يوليو 2023,fake,دواء
هذه الصور قديمة من أحداث مختلفة، وليست من حرائق غابات ملولة مؤخرًا,29 يوليو 2023,fake,فريق
هذه الصورة مفبركة، ولا تظهر طائرة تابعة للخطوط الجوية الحضرمية,26 يوليو 2023,fake,برلمان
لم تصدر الحكومة المصرية هذا القرار بصرف علاوة استثنائية للعاملين بالدولة مؤخرًا,26 يوليو 2023,fake,ذكاء اصطناعي
هذه الصورة تعود لتمثال القديس بطرس في البرتغال وليس في محافظة الديوانية العراقية,17 يوليو 2023,fake,نفسي
هذه الصورة تعود لمنحوتة فنية، ولا تبين ظهور مخلوق غريب في ساحل أبين في عدن,16 يوليو 2023,fake,مستشفى
هذه الصورة قديمة، ولا تظهر انصهار إشارة ضوئية في مدينة الديوانية في العراق,14 يوليو 2023,fake,كرة القدم
هذا المقطع المتداول عبارة عن عمل فني رقمي، ولا يبين حشرة حقيقة تحمل وجه إنسان,12 يوليو 2023,fake,صحي
هذا المقطع يعود لسبتمبر 2021، ولا يظهر نشاط بركاني في لاس بالماس مؤخراً,11 يوليو 2023,fake,رئيس
